id,date,brand,p.1,f.1,d.1,p.2,f.2,d.2,p.3,f.3,d.3,p.4,f.4,d.4,p.5,f.5,d.5
50,9696,2,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.6499996185,0,0
50,9927,1,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.5499997139,0,0
50,9971,1,0.5899996758,1,0,0.5899996758,0,0,0.5899996758,0,0,0.5799999237,0,0,0.5499997139,0,0
51,9178,1,0.6799998283,1,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
51,9556,2,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.6499996185,0,0
51,9570,2,0.6899995804,0,0,0.5499997139,0,0,0.6899995804,0,0,0.5499997139,1,0,0.6499996185,0,0
51,9730,2,0.6799998283,0,0,0.5899996758,1,1,0.6799998283,0,0,0.5899996758,1,1,0.6499996185,0,0
52,9535,1,0.6899995804,0,0,0.7899999619,0,0,0.6899995804,0,0,0.7899999619,0,0,0.6499996185,0,0
52,9554,2,0.6899995804,0,0,0.6799998283,1,1,0.6899995804,0,0,0.6799998283,0,0,0.6499996185,0,0
52,9583,2,0.6899995804,0,0,0.6799998283,0,1,0.6899995804,0,0,0.6799998283,0,1,0.6499996185,0,0
52,9694,2,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.6799998283,0,0,0.6499996185,0,0
52,9863,2,0.6899995804,0,0,0.4899997711,1,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
52,9878,5,0.6899995804,0,0,0.5899996758,0,0,0.6899995804,0,0,0.5799999237,0,0,0.4899997711,1,0
53,9571,4,0.6899995804,0,1,0.5499997139,0,0,0.6899995804,0,1,0.5499997139,0,0,0.6499996185,0,0
53,9633,1,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6899995804,0,0,0.6499996185,0,0
53,9633,3,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6899995804,0,0,0.6499996185,0,0
53,9694,4,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.6499996185,0,0
53,9699,4,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.6499996185,0,0
53,9830,4,0.5899996758,0,0,0.4899997711,0,0,0.5899996758,0,0,0.4899997711,0,0,0.5499997139,0,0
53,9943,4,0.5899996758,0,0,0.4799997807,0,0,0.5899996758,0,0,0.4799997807,0,0,0.5499997139,0,0
53,9991,4,0.5899996758,0,0,0.4899997711,0,0,0.5899996758,0,0,0.4899997711,0,0,0.5499997139,0,0
54,9170,2,0.6799998283,0,1,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9180,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9185,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9192,1,0.6799998283,0,1,0.7899999619,0,0,0.6799998283,0,1,0.7899999619,0,0,0.7299995422,0,0
54,9200,2,0.6799998283,0,0,0.5799999237,0,0,0.6799998283,0,0,0.5799999237,0,0,0.7299995422,0,0
54,9213,2,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9235,1,0.7899999619,1,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9263,2,0.5599999428,0,0,0.5599999428,1,0,0.5599999428,0,0,0.5599999428,1,0,0.7299995422,0,0
54,9285,3,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,1,0,0.7899999619,0,0,0.7299995422,0,0
54,9293,1,0.5599999428,0,0,0.7899999619,0,0,0.5599999428,0,0,0.7899999619,0,0,0.7299995422,0,0
54,9316,4,0.6799998283,0,0,0.5799999237,1,1,0.6799998283,0,0,0.5799999237,1,1,0.7299995422,0,0
54,9359,2,0.6799998283,0,0,0.5399999619,1,0,0.6799998283,0,0,0.5399999619,1,0,0.7299995422,0,0
54,9433,2,0.6799998283,0,0,0.5799999237,0,0,0.6799998283,0,0,0.5799999237,0,0,0.6499996185,0,0
54,9484,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9507,2,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9556,2,0.6799998283,0,0,0.6799998283,1,1,0.6799998283,0,0,0.6799998283,1,1,0.6499996185,0,0
54,9564,1,0.6799998283,0,0,0.6799998283,0,1,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9598,1,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.6499996185,0,0
54,9598,3,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.6499996185,0,0
54,9619,2,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9655,2,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9664,2,0.6799998283,0,0,0.5799999237,0,0,0.6799998283,0,0,0.5799999237,0,0,0.6499996185,0,0
54,9705,3,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9717,2,0.5499997139,1,0,0.6799998283,0,1,0.5499997139,1,0,0.6799998283,0,0,0.6499996185,0,0
54,9718,1,0.5499997139,0,0,0.6799998283,0,1,0.5499997139,0,0,0.6799998283,0,0,0.6499996185,0,0
54,9724,2,0.6799998283,0,0,0.6799998283,0,1,0.6799998283,0,0,0.6799998283,0,1,0.6499996185,0,0
54,9732,2,0.6799998283,0,0,0.5899996758,0,0,0.6799998283,0,0,0.5899996758,0,0,0.6499996185,0,0
54,9752,2,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6499996185,0,0
54,9794,2,0.5899996758,0,0,0.5799999237,1,1,0.6799998283,0,0,0.5799999237,1,1,0.6499996185,0,0
54,9801,2,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.529999733,0,0
54,9808,2,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.6499996185,0,0
54,9823,2,0.5899996758,0,0,0.5899996758,1,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
54,9865,2,0.6899995804,0,0,0.4899997711,0,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
54,9913,2,0.5899996758,0,0,0.4799997807,1,0,0.5899996758,0,0,0.4799997807,1,0,0.5499997139,0,0
54,9929,3,0.4899997711,0,0,0.5899996758,0,0,0.4899997711,0,0,0.5899996758,0,0,0.5499997139,0,0
54,9963,1,0.5899996758,0,0,0.5799999237,0,0,0.5899996758,0,0,0.5799999237,0,0,0.5499997139,0,0
54,9969,2,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
55,9632,1,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.6499996185,0,0
56,9509,4,0.6899995804,0,0,0.7899999619,0,0,0.6899995804,0,0,0.7899999619,0,0,0.6499996185,0,0
56,9679,4,0.6799998283,0,0,0.6599998474,1,0,0.6799998283,0,0,0.6599998474,1,0,0.6499996185,0,0
56,9747,4,0.5499997139,0,0,0.5499997139,1,0,0.6899995804,0,0,0.5499997139,1,0,0.6499996185,0,0
56,9775,4,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.6499996185,0,0
56,9789,4,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.5899996758,0,0
56,9804,4,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,1,0,0.529999733,0,0
56,9943,4,0.5899996758,0,0,0.4799997807,0,0,0.5899996758,0,0,0.4799997807,0,0,0.5499997139,0,0
57,9246,5,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
57,9261,1,0.5599999428,1,0,0.7899999619,0,0,0.5599999428,1,0,0.7899999619,0,0,0.7299995422,0,0
57,9272,2,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.7299995422,0,0
57,9280,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
57,9332,1,0.5399999619,1,0,0.7899999619,0,0,0.5399999619,1,0,0.7899999619,0,0,0.7299995422,0,0
57,9404,5,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
57,9444,5,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.6499996185,0,0
57,9471,5,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.6499996185,0,0
58,9280,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
58,9317,2,0.7899999619,0,0,0.5799999237,1,0,0.7899999619,0,0,0.5799999237,1,0,0.7299995422,0,0
58,9331,1,0.5399999619,1,0,0.7299995422,0,0,0.5399999619,1,0,0.7299995422,0,0,0.7299995422,0,0
59,9170,4,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
59,9183,4,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
59,9197,4,0.7899999619,0,0,0.5799999237,1,0,0.7899999619,0,0,0.5799999237,1,0,0.7299995422,0,0
59,9239,3,0.6599998474,1,0,0.7899999619,0,0,0.6599998474,1,0,0.7899999619,0,0,0.7299995422,0,0
59,9269,4,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.7299995422,0,0
59,9280,3,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
59,9363,4,0.6899995804,0,0,0.5399999619,0,0,0.6899995804,0,0,0.5399999619,0,0,0.7299995422,0,0
59,9428,4,0.6899995804,0,0,0.5799999237,1,0,0.6899995804,0,0,0.5799999237,1,0,0.6499996185,0,0
59,9498,4,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.6499996185,0,0
59,9519,3,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6499996185,0,0
59,9538,3,0.6899995804,0,0,0.6899995804,1,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
59,9556,3,0.6899995804,0,0,0.6799998283,1,0,0.6899995804,0,0,0.6799998283,1,0,0.6499996185,0,0
59,9590,3,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6499996185,0,0
59,9611,3,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
59,9633,3,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6899995804,0,0,0.6499996185,0,0
59,9674,5,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
59,9756,3,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
59,9828,4,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5499997139,0,0
59,9869,4,0.6899995804,0,0,0.5899996758,0,0,0.6899995804,0,0,0.5899996758,0,0,0.5499997139,0,0
60,9509,2,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
60,9693,2,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.6499996185,0,0
60,9938,2,0.5899996758,0,0,0.4799997807,1,1,0.5899996758,0,0,0.4799997807,1,1,0.5499997139,0,0
61,9505,2,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
62,9782,1,0.6899995804,0,0,0.5799999237,0,0,0.6899995804,0,0,0.5799999237,0,0,0.5899996758,0,0
63,9560,3,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6499996185,0,0
63,9745,4,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.5899996758,0,0
63,9760,4,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6499996185,0,0
63,9791,4,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.5899996758,0,0
63,9867,4,0.6899995804,0,0,0.4899997711,0,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
63,9973,1,0.5799999237,1,0,0.5899996758,0,0,0.5799999237,1,0,0.5899996758,0,0,0.5499997139,0,0
64,9347,1,0.5599999428,0,0,0.7299995422,0,0,0.5599999428,0,0,0.7299995422,0,0,0.7299995422,0,0
64,9367,1,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.7299995422,0,0
64,9396,1,0.6799998283,0,0,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.7299995422,0,0
64,9431,2,0.6899995804,0,0,0.5799999237,0,0,0.6899995804,0,0,0.5799999237,0,0,0.6499996185,0,0
64,9438,1,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
64,9507,2,0.6899995804,0,0,0.7899999619,0,0,0.6899995804,0,0,0.7899999619,0,0,0.6499996185,0,0
64,9515,1,0.6899995804,1,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
64,9536,2,0.6899995804,0,0,0.6899995804,1,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
64,9543,1,0.6899995804,1,0,0.4899997711,0,0,0.6899995804,0,0,0.4899997711,0,0,0.6499996185,0,0
64,9564,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
64,9570,2,0.6899995804,0,0,0.5499997139,0,0,0.6899995804,0,0,0.5499997139,1,0,0.6499996185,0,0
64,9577,2,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.6799998283,0,0,0.6499996185,0,0
64,9721,1,0.6799998283,0,0,0.5499997139,0,0,0.6799998283,0,0,0.5899996758,0,0,0.6499996185,0,0
64,9731,2,0.6899995804,0,0,0.5899996758,1,0,0.6899995804,0,0,0.5899996758,0,0,0.6499996185,0,0
64,9745,2,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.5899996758,0,0
64,9807,2,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.529999733,0,0
64,9829,2,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5499997139,0,0
65,9781,2,0.6899995804,0,0,0.5799999237,0,0,0.6899995804,0,0,0.5799999237,0,0,0.5899996758,0,0
66,9282,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
66,9386,2,0.6799998283,0,0,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.7299995422,0,0
66,9505,2,0.6899995804,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.6499996185,0,0
66,9912,4,0.5899996758,0,0,0.4799997807,1,0,0.5899996758,0,0,0.4799997807,1,0,0.5499997139,0,0
67,9363,2,0.6899995804,0,0,0.5399999619,0,0,0.6899995804,0,0,0.5399999619,0,0,0.7299995422,0,0
67,9506,2,0.6899995804,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.6499996185,0,0
67,9507,2,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
67,9693,2,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.6499996185,0,0
67,9794,2,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.5899996758,0,0
67,9799,2,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.529999733,0,0
67,9828,2,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5499997139,0,0
67,9861,2,0.6899995804,0,0,0.4899997711,1,0,0.6899995804,0,0,0.4899997711,1,0,0.5499997139,0,0
67,9897,1,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5799999237,0,0,0.5499997139,0,0
67,9925,1,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.5499997139,0,0
68,9200,2,0.7899999619,0,0,0.5799999237,0,0,0.7899999619,0,0,0.5799999237,0,0,0.7299995422,0,0
68,9281,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
68,9291,3,0.5599999428,0,0,0.7899999619,0,0,0.5599999428,0,0,0.7899999619,0,0,0.7299995422,0,0
68,9481,1,0.5799999237,0,0,0.6899995804,0,0,0.5799999237,0,0,0.6899995804,0,0,0.6499996185,0,0
68,9481,3,0.5799999237,0,0,0.6899995804,0,0,0.5799999237,0,0,0.6899995804,0,0,0.6499996185,0,0
68,9540,4,0.6899995804,0,0,0.4899997711,1,0,0.6899995804,0,0,0.4899997711,1,0,0.6499996185,0,0
68,10006,3,0.5899996758,0,0,0.5799999237,0,0,0.5899996758,0,0,0.5799999237,0,0,0.5499997139,0,0
69,9699,2,0.6899995804,0,0,0.6799998283,0,0,0.6899995804,0,0,0.6799998283,0,0,0.6499996185,0,0
69,9745,2,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.5899996758,0,0
70,9162,5,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
70,9170,2,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
70,9239,1,0.6599998474,1,0,0.7899999619,0,0,0.6599998474,1,0,0.7899999619,0,0,0.7299995422,0,0
70,9274,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
70,9280,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
70,9285,1,0.6799998283,1,0,0.7899999619,0,0,0.6799998283,1,0,0.7899999619,0,0,0.7299995422,0,0
70,9295,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
70,9315,2,0.7899999619,0,0,0.5799999237,1,0,0.7899999619,0,0,0.5799999237,1,0,0.7299995422,0,0
70,9385,2,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.7299995422,0,0
70,9477,3,0.5799999237,1,0,0.6899995804,0,0,0.5799999237,1,0,0.6899995804,0,0,0.6499996185,0,0
70,9486,1,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6499996185,0,0
70,9680,1,0.6799998283,0,0,0.6599998474,1,0,0.6799998283,0,0,0.6599998474,0,0,0.6499996185,0,0
70,9688,2,0.6799998283,0,0,0.5399999619,1,0,0.6799998283,0,0,0.5399999619,1,0,0.6499996185,0,0
70,9715,1,0.5499997139,1,0,0.7899999619,0,0,0.5499997139,1,0,0.5499997139,0,0,0.6499996185,0,0
70,9752,2,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.5899996758,0,0
70,9911,1,0.5899996758,0,0,0.4799997807,1,0,0.5899996758,0,0,0.4799997807,1,0,0.5499997139,0,0
70,9920,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
70,9932,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
70,10002,2,0.5899996758,0,0,0.5799999237,1,0,0.5899996758,0,0,0.5799999237,1,0,0.5499997139,0,0
71,9358,1,0.6799998283,0,0,0.5399999619,1,0,0.6799998283,0,0,0.5399999619,1,0,0.7299995422,0,0
71,9366,3,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.6899995804,0,0,0.7299995422,0,0
72,9175,1,0.6799998283,1,0,0.7899999619,0,0,0.6799998283,1,0,0.7899999619,0,0,0.7299995422,0,0
72,9182,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9196,1,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.7299995422,0,0
72,9239,1,0.6599998474,1,0,0.7899999619,0,0,0.6599998474,1,0,0.7899999619,0,0,0.7299995422,0,0
72,9259,1,0.5599999428,1,0,0.5599999428,0,0,0.5599999428,1,0,0.5599999428,0,0,0.7299995422,0,0
72,9273,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9280,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9287,1,0.5599999428,1,0,0.7899999619,0,0,0.5599999428,1,0,0.7899999619,0,0,0.7299995422,0,0
72,9294,1,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9301,1,0.7899999619,0,0,0.7299995422,0,0,0.7899999619,0,0,0.7299995422,0,0,0.7299995422,0,0
72,9308,1,0.7899999619,0,0,0.7299995422,0,0,0.7899999619,0,0,0.7299995422,0,0,0.7299995422,0,0
72,9324,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9329,1,0.5399999619,1,0,0.7899999619,0,0,0.5399999619,1,0,0.7899999619,0,0,0.7299995422,0,0
72,9343,1,0.5599999428,1,0,0.7899999619,0,0,0.5599999428,1,0,0.7899999619,0,0,0.7299995422,0,0
72,9350,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9357,1,0.6799998283,0,0,0.5399999619,1,0,0.6799998283,0,0,0.5399999619,1,0,0.7299995422,0,0
72,9364,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9378,1,0.6799998283,0,0,0.7899999619,0,0,0.6799998283,0,0,0.7899999619,0,0,0.7299995422,0,0
72,9470,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9476,1,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9518,1,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9539,1,0.6799998283,0,0,0.4899997711,1,0,0.6799998283,0,0,0.4899997711,1,0,0.6499996185,0,0
72,9546,1,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9581,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9588,1,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9595,1,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9617,1,0.6799998283,0,0,0.6799998283,1,0,0.6799998283,0,0,0.6799998283,1,0,0.6499996185,0,0
72,9639,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9651,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9658,1,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,1,0,0.6499996185,0,0
72,9665,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9679,1,0.6799998283,0,0,0.6599998474,1,0,0.6799998283,0,0,0.6599998474,0,0,0.6499996185,0,0
72,9686,1,0.6799998283,0,0,0.5399999619,1,1,0.6799998283,0,0,0.5399999619,1,1,0.6499996185,0,0
72,9700,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9714,1,0.5499997139,1,0,0.6799998283,0,1,0.5499997139,1,0,0.6799998283,0,0,0.6499996185,0,0
72,9728,1,0.6799998283,0,0,0.5899996758,1,1,0.6799998283,0,0,0.5899996758,1,1,0.6499996185,0,0
72,9735,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9742,1,0.6799998283,0,0,0.5499997139,1,0,0.6799998283,0,0,0.5499997139,1,0,0.6499996185,0,0
72,9756,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.6499996185,0,0
72,9777,1,0.6799998283,0,0,0.5799999237,1,0,0.6799998283,0,0,0.5799999237,0,0,0.6499996185,0,0
72,9784,1,0.6799998283,0,0,0.6799998283,0,0,0.6799998283,0,0,0.5799999237,0,0,0.5899996758,0,0
72,9791,1,0.6799998283,0,0,0.5799999237,1,1,0.6799998283,0,0,0.5799999237,1,1,0.6499996185,0,0
72,9798,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.529999733,0,0
72,9826,2,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5499997139,0,0
72,9833,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
72,9840,1,0.5899996758,0,0,0.5799999237,1,0,0.5899996758,0,0,0.5799999237,0,0,0.5499997139,0,0
72,9853,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
72,9861,1,0.6899995804,0,0,0.4899997711,1,0,0.6899995804,0,0,0.4899997711,1,0,0.5499997139,0,0
72,9868,1,0.6899995804,0,0,0.5899996758,0,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
72,9882,1,0.6899995804,0,0,0.5899996758,0,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
72,9889,1,0.6899995804,0,0,0.5899996758,0,0,0.6899995804,0,0,0.4899997711,0,0,0.5499997139,0,0
72,9896,1,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.4899997711,0,0,0.5499997139,0,0
72,9903,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.4899997711,0,0,0.5499997139,0,0
72,9924,1,0.4899997711,1,0,0.5899996758,0,0,0.4899997711,1,0,0.5899996758,0,0,0.5499997139,0,0
72,9931,1,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5899996758,0,0,0.5499997139,0,0
